User,Team #,Rookie Year,Likes Recieved,Likes Given,Topics,Replies,Viewed,Read,Visits,Elo
Pauline_Tasci,0000,2010,83,20,1,14,95,855,101,
Adamz,4519,2013,0,1,0,0,650,8916,101,1497
carlguo866,3566,2019,33,68,7,30,685,8024,101,1593
Delaminer,4776,2014,8,3,3,8,592,6098,101,1701
AnthonyOfTulsa,5889,2007,0,0,0,0,320,4816,101,1614
Reyna_5970,5970,2018,26,18,6,13,254,2196,101,1491
Akhil_Tatineni,226,2011,1,0,0,1,47,360,101,1679
Crochon2002,4130,2018,1,4,0,1,168,1283,101,1608
Brandon_Queen,3604,2015,13,6,0,6,200,2386,101,1709
Kyle_Warren,2052,2017,0,2,0,1,363,4305,101,1715
Lyndol15,5933,2019,2,4,0,92,375,5781,100,1673
nak,None,None,0,1,1,1,405,3231,100,
NickJT,5597 4625,,31,71,0,41,3590,46635,100,
schweikkks,7043,2018,41,34,2,24,356,3284,100,1415
Dezion,0,2015,4,4,0,4,683,10787,100,
RyanCahoon,766,2007,1,0,0,1,85,721,100,1465
Rob_Stehlik,610,2009,57,0,2,16,451,9810,100,1751
jawiens,4499,2014,0,0,0,0,191,2515,100,1682
Totallynotimpressive,2169,2018,0,2,0,0,416,6214,100,1543
Tetraman,0,2002,3,0,0,0,236,5048,100,
SonofBeans,1684,2017,7,13,0,3,426,4290,100,1659
Loose_Screw,1023,2009,28,261,0,18,408,5094,100,1767
Dylan116,5549,,9,164,3,15,693,11608,100,1451
Frankreed,1510,None,0,10,0,11,401,3243,100,1483
Roy,7505,2019,4,3,1,4,566,5373,99,1439
ProbablyWont,4253,,52,5,2,6,463,9615,99,1631
Ambroses,4362,,0,0,0,0,306,5778,99,1707
DevOrc,4283,2016,0,5,0,0,690,6171,99,1440
yara92,1946,2006,0,3,3,1,407,4711,99,
rishi_aila,,,0,12,0,3,104,838,99,
wjkeadey,587,2019,0,2,0,0,423,3324,99,1596
Joshua_EL,3663,,8,11,0,3,317,3308,99,1668
Chris86,1700,2007,0,0,0,0,267,5110,99,1604
dondet,5584,2017,8,9,0,2,235,2741,99,1558
Drogo,1540,None,23,20,1,8,470,4994,99,1773
Jake825,2039,,0,3,0,0,435,5547,98,1559
Hess1113,291,2017,1,0,1,1,397,3928,98,1577
Petrie_4610,4610,2016,33,12,3,27,547,8155,98,1639
Wll,4450,None,1,0,0,0,117,1263,98,1554
RobotCapt,7312,2019,69,14,6,85,707,7695,98,1555
Samuel5804,5804,2008,271,481,1,96,1323,15944,98,1448
nepa02,224,2017,0,3,0,0,479,5740,98,1548
Fawkes,4230,2016,0,237,0,0,553,9044,98,1503
Digdug2823,2823,None,0,0,0,0,206,3320,98,1568
Freedom316,1806,,3,332,0,5,297,7216,98,1538
the_programmer,2830,2006,2,3,1,2,97,1280,98,1530
Nick,141,2017,0,3,0,0,214,2233,98,1530
Coach_Seb,5860,2015,16,2,2,25,592,10446,98,1571
mkassab,1425,,0,0,0,0,179,1962,98,1640
jacobwdean,6844,2018,0,0,0,0,122,1570,98,1520
davidry777,3749,2016,0,0,0,0,78,414,97,1532
Mr_Powers,1750,2004,2,4,0,3,314,3623,97,1495
lmharsch,852,,0,0,0,0,449,5759,97,1517
Vince,236,1994,10,0,0,1,131,2024,97,1633
cpastor,1816,2018,18,206,1,1,814,11660,97,1694
jamzDoge,449,2017,0,0,0,0,312,2751,97,1611
NickKerstens,4343,2013,0,2,0,0,382,8149,97,1541
Patrick8248,8248,2019-2020,3,0,0,8,833,24021,97,
Cole_Cyr,4946,2013,1,0,0,2,385,4931,97,1663
Carterjherman11,2526,2015,19,6,1,6,164,2864,97,1614
Jordan_C,4501,2019,0,7,0,0,951,13948,97,1592
joey_333,333,2018,1,10,3,11,312,2819,97,1556
MnM,None,None,0,1,0,1,197,1054,97,
cois,FTC 3050,2007,0,0,0,0,248,3611,97,
wilson_watson,,2015,0,0,0,0,249,2409,97,
maanitm,1414,2017,0,3,0,0,501,4117,96,1676
BradMello,78,2007,75,62,1,26,421,5548,96,1841
Jeffrafa,1425,2004,1,0,0,2,653,12477,96,1640
Creampelt,6418,2018,0,0,0,0,198,1678,96,1605
apalrd,33,2009,8,2,0,4,314,3484,96,1817
Adnewhouse,639,2012,12,0,0,1,412,7495,96,1553
Merp_26,114,1997,1,11,1,1,131,2250,96,1641
robodude03,1538,2000,0,10,0,0,77,2364,96,1615
taddie,6328,2018,39,1,0,3,149,1602,96,1473
acseifert4453,4453,2013,2,0,0,1,117,1173,96,1475
thedries,179,2000,1,32,0,1,245,3611,96,1848
Romil,118,2014,0,1,0,0,117,2732,96,1765
Nasc,6072,2018,1,0,1,2,317,4037,96,1527
Spock81,3663,2018,21,217,0,11,266,4069,96,1668
Ethan.goBILDA,,2015,3,13,0,4,176,1865,96,
Octogonapus,,2011,0,0,0,0,177,1766,95,
Jacob09,131,2018,0,49,0,0,798,12152,95,1560
m_vila,59,2016,2,7,1,7,791,6521,95,1679
isabelleb,766,2018,15,7,0,7,216,4722,95,1465
Bilby,4537,None,15,1,0,27,244,3719,95,1527
Recon,1764,2018,0,1,0,0,386,3802,95,1523
Pavlo_H,2811,2018,0,0,0,1,99,927,95,1565
Ravoik,,,0,3,0,0,248,2611,95,
MetroMan19,1111,2017,29,6,0,43,197,2150,95,1529
Madylo,3542,None,0,1,0,2,644,6141,95,1699
chocolate,253,2017,6,2,0,2,233,1742,95,1622
pratBruns,4028,2016,0,1,0,0,105,546,95,1672
cody1073,3467,2015,22,77,1,25,245,3590,95,1593
john3928,3928,2020,534,315,1,261,547,11335,95,1611
safiq10,2950,2009,0,0,0,0,320,4353,95,1376
Aric5301,3339,2014,2,2,2,0,318,3854,95,1607
Stephen_Scott,303,2013,0,0,0,0,128,1499,95,1755
Akash,188,2010,0,0,0,0,219,3356,95,1690
JeremyS,5927,None,26,88,0,12,722,17845,95,1654
Spina,5436, 469,2016,1,3,0,1,370,4121,94,
bluetangkid,3793,2018,12,2,0,11,133,1644,94,1638
AlohazZ,2090,2016,1,1,3,12,305,4357,94,1511
arvindm,2521,None,1,11,0,2,391,5021,94,1641
dannylee,4468,2017,1,0,0,1,225,1503,94,1505
simarpreet_i,1241,2013,0,0,0,0,222,4842,94,1757
AsianManSteve,,,24,16,1,11,191,2615,94,
MGoGolf,3707,None,0,1,0,2,105,2556,94,1852
CarsonG,6829,2018,0,0,0,0,587,8478,94,1639
gurellia53,3928,2007,2,6,0,2,722,8363,94,1611
timtim17,1294,2015,1,135,0,0,212,4192,94,1531
RonnieS,3542,2006,87,50,0,23,358,7626,94,1699
KarpTomer,5987,2017,0,1,0,0,387,6538,94,1507
Landonh12,364,2012,21,11,0,5,214,2320,94,1860
gradyw,2813,2017,1,0,1,1,65,843,94,1422
camtriggerhappy,3492,2019,0,46,0,0,576,6031,94,1535
Griffin_Brian2338,2338,None,23,3,2,5,134,1282,94,1689
aviv56470,6104,2016,0,3,0,0,217,3373,94,1543
Yugmi,5468,,7,17,2,18,284,2549,93,1585
JBricknell,1768,2011,0,0,0,0,587,6537,93,1666
Jules,4085,2014,0,0,0,0,363,5180,93,1574
AndrVeld,0,2013,2,0,0,0,238,2618,93,
Schott3490,3490,2012,0,0,0,0,260,5175,93,1622
brickleberry,3015,2013,36,194,0,34,990,13093,93,1760
Mehvix,0,2019,0,7,0,1,369,5304,93,
emilyspeckhals,236,2018,0,34,0,0,230,3069,93,1633
CalebH,None,2018,34,151,5,66,435,6676,93,
Tuba4,63,2002,58,0,0,93,503,7610,93,1528
wkhaynes,3572,,0,0,0,0,325,7486,93,1724
GusGusMatt,2526,2016,2,1,0,0,174,2796,93,1614
cable_n,2813,,6,4,0,6,213,2863,93,1422
_AM,No Team,None,0,0,0,0,125,2346,93,
Harvey.Rico,None,None,0,5,0,0,124,3201,92,
Rick_McThunder,3507,2016,5,8,0,10,412,6198,92,1482
jojoseph01,5115,2016,1,0,1,2,441,5868,92,1468
ktorsh,4099,2017,0,3,1,0,402,6081,92,1566
toboRderF,2883,2015,14,2,1,3,142,1546,92,1590
CADerer_Matt,5012,2014,0,427,0,0,545,7729,92,1662
jacobmccarthy,None,None,0,1,0,0,410,3025,92,
jgerstein,1257,2010,7,15,0,2,259,9009,92,1586
macuser47,6624,2017,3,49,0,4,833,13793,92,1485
olsonkarlp,2509,2012,4,0,0,5,1316,18803,92,1521
Solitude,5987,2019,81,1,5,24,206,1428,92,1507
pmangels17,271,2011,1,1,0,2,161,2002,92,1651
HAL_9000,172,None,0,1,0,0,186,2191,92,1697
audrey,5254,2014,15,78,1,5,169,3553,92,1709
KelliV,111,2000,45,6,0,2,155,3200,92,1721
Hollisms,3201,2018,30,23,6,50,797,8514,91,1537
AfterTen,3572,2015,33,9,6,128,589,6756,91,1724
One_Degree_North,#4817,2013,9,2,2,2,390,6286,91,
MamaSpoldi,230,2007,5,16,1,2,343,5203,91,1729
Charles2557,2557,2018,0,0,0,0,389,2951,91,1627
wozeparrot,4308,2018,0,1,0,0,675,4838,91,1489
tsieberg,7541,2019,4,1,1,10,667,9132,91,1486
jodocsingh,948,2015,1,1,0,1,195,2486,91,1680
brennonbrimhall,,2012,73,19,4,19,109,1858,91,
Mikology,5010,2018,0,0,0,0,181,1744,91,1672
first3234,3234,2012,4,0,0,10,116,1542,91,1422
mikets,492,2008,10,0,2,23,53,703,91,1640
ericjanofski,6637,2017,5,5,1,8,533,5808,90,1590
Archer,5460,2018,0,280,0,4,256,1884,90,1871
M3ri,5554,,6,56,9,17,266,3003,90,1565
GArcher,4513,,0,0,0,0,140,2430,90,1622
mathking,1014,1999,18,3,0,6,116,780,90,1493
Brayden4388,4388,2016,21,25,2,5,532,6659,90,1563
Setthew2000,5161,2013,5,3,0,1,186,2976,90,1474
nfishman,662,2015,3,0,0,1,358,4981,90,1560
Strykker,3005,2013,0,6,0,0,253,2893,90,1655
Duoquinquagintillion,548,2019,10,0,0,2,411,5469,90,1692
Sir_Fenwick,2883,2014,17,14,0,16,168,1945,90,1590
AngryCalculator,2910,2011,1,47,0,1,328,4691,90,1944
Koz88,88,2007,0,0,0,0,376,8625,90,1697
mickjosh,3117,2014,6,2,1,2,427,4665,90,1512
rafi,449,2016,16,4,1,8,307,4924,90,1611
g2tkcf,,,23,23,4,26,529,6980,89,
Mentorwhat,6672,,3,3,0,1,696,11905,89,1673
Chef,4903,2017,0,3,0,0,365,4986,89,1671
nwinter228,619,2018,11,64,0,11,376,3039,89,1688
DelgadoJuan,2283,2016,4,17,0,2,178,2736,89,1566
MeridianAlarm23,None,None,1,0,3,5,569,8406,89,
Zeenithu,1732,2017,8,15,0,4,334,3791,89,1729
jhou1912,1912,,47,5,4,64,454,4494,89,1570
AlexSwerdlow,None,None,14,17,0,4,482,5830,89,
Team4593,4593,2015,1,4,0,2,547,10376,89,1602
nike951847,7636,2019,0,1,0,0,700,4905,89,1423
Trent,1807,2016,86,34,2,18,327,5111,89,1773
Loan_Wulf,4409,2017,1,1,1,0,332,3196,89,1578
Regis,3550,2010,0,1,1,2,278,2369,88,1495
Evant,None,None,3,4,0,3,264,2353,88,
binnur,4915,2014,0,0,0,0,184,1990,88,1564
NotBattleBots,7451,2014,28,78,0,8,1022,10770,88,1561
MrCamilleri,6378,1996,2,3,2,3,324,3165,88,1570
sgtell,4795,2013,1,0,0,4,493,9595,88,1606
Nima80,6364,2017,0,42,0,0,331,6529,88,1568
araniaraniratul,5499,2007,26,7,0,9,120,1381,88,1603
Brian_C,1468,1999,17,50,0,5,366,7353,88,1649
Yoni_Gootkin,5747,2014,0,9,0,1,510,7370,88,1529
diyer,868,2017,0,0,0,0,304,3537,88,1666
RightTeddy,5842,2019,0,0,0,0,285,4250,88,1513
Eren,6025,2015,0,21,1,2,230,1850,88,1581
kbko1234oos,7165,2018,0,5,0,0,663,10791,88,1530
Yona_G,1690,2019,2,3,0,1,182,1526,88,1822
Macfraser,3136,None,0,0,0,0,496,8294,88,1473
NosamTheWise,5148,2017 (Steamworks),1,2,0,1,761,1796,88,1560
Ed_Law,8,2009,35,1,2,0,202,3484,88,1572
matt-iwnl,6768,2017,11,5,3,8,302,2071,88,1502
thefirelily02,2607,2017,35,12,0,5,269,4227,88,1696
Thazar,488,2017,26,1,0,20,205,2534,88,1616
Hitchhiker_42,0,2015,6,1,0,2,163,1623,88,
NewMom,5013,2016,5,75,0,2,285,5325,87,1573
Kinzerfest,4536,2018,0,0,0,0,331,3130,87,1519
TheBoulderite,0,2015,179,17,3,17,177,2101,87,
akshayraju44,2358,None,0,0,0,0,263,4170,87,1595
Kyungmo,948,,0,0,0,0,231,4778,87,1680
AhmedShahkhan,3926,2017,0,8,0,0,335,6245,87,1548
Darksainor,4635,,0,2,0,0,267,4435,87,1571
jcguo20,3847,2017,0,0,0,0,354,3941,87,1726
niwhsa9,3476,2017,94,7,1,13,155,2204,87,1619
sedezee,1711,2018,0,0,0,0,242,2730,87,1526
joshk2222,4183,2017,3,3,2,1,290,3467,87,1597
half_ton_hero,6517,,0,1,0,0,289,4049,87,1476
random17,199,None,0,1,0,0,132,1243,86,1493
5962_CJ,5962,2016,56,45,0,15,1021,15430,86,1518
Cesar,842,2019,4,5,1,4,383,4325,86,1708
Tyler.H,4572,None,0,7,0,0,274,2691,86,1489
JonathanEE,1108,2019,1,1,0,2,180,1756,86,1436
Arefin_Bari,108,2001,7,2,0,3,407,7761,86,1594
Edible,649,2001,0,3,0,0,346,5104,86,1753
Owen_Busler,0,2014,2,8,1,2,266,2610,86,
Ethan_Noel,5442,,12,1,0,3,189,1808,86,1580
jet_kraus,7432,2016,2,9,1,1,159,1471,86,1471
mohd,,,1,0,3,23,254,2571,86,
Ryan-1701,4285,2012,4,0,14,9,168,1087,86,1546
Rethum865,,2015,8,2,0,13,99,1564,86,
i_e,None,None,0,1,0,0,87,698,86,
Kyler_Hagler,3310,2011,3,62,0,2,329,7009,86,1762
Tuschristine,2468,,0,38,0,0,273,2939,86,1744
OliviaM,4918,2018,1,5,2,3,93,970,86,1575
Granite,2338,2017,1,3,0,1,358,4632,86,1689
sirgwain,4183,None,10,6,0,9,159,1746,86,1597
jwhite,2823,2013,3,0,1,4,737,11113,85,1568
twaurio,2586,,0,0,0,0,299,5219,85,1526
willmacpro,4613,2018,0,1,0,1,298,4889,85,1707
jimfl014,5000,2013,4,0,5,15,322,4158,85,1648
JakeD,360,2007,1,1,0,1,482,5582,85,1662
Fihs,None,None,0,0,3,0,266,3224,85,
jetengr,3309,2011,7,0,0,3,188,4497,85,1734
chanj,1732,2006,0,0,0,0,141,2300,85,1729
Melchior_Vester,27,2013,0,0,0,1,427,7745,85,1736
UndeniablySane,4561,2015,0,0,0,0,334,5325,85,1634
ericj3623,3623,2015,0,0,0,0,86,1419,85,1488
sb998,0,,0,0,0,0,346,5512,85,
jjfantastic,2733,,38,137,0,6,336,6595,85,1683
pmazumder,7157,2018,41,34,2,37,879,8779,85,1482
Pelt,None,None,0,73,0,0,636,4476,85,
Dracco,1741,2007,0,15,0,1,114,893,85,1631
Jenjen,3230,None,0,0,0,0,522,11496,84,1659
Chibs_from_931,931,2016,18,13,2,22,171,1378,84,1522
ThomasU,7034,None,5,11,1,4,581,6781,84,1557
ruwix,2984,None,3,1,0,4,384,3790,84,1547
hunterw678,8068,2019,28,2,4,4,189,1581,84,
kenwah99,5857,,6,5,0,2,232,4228,84,1433
AdithyaP,115,None,0,1,0,0,263,4720,84,1733
Snowrider724,6351,2017,0,0,0,1,141,1428,84,1500
berkleyfanatic,247,2015,1,18,0,2,328,3759,84,1528
aphimm,1678,2014,0,0,0,0,132,2387,84,1887
Bholliday,3181,2010,0,1,0,0,136,2235,84,1412
Glory_G,1806,2019,60,460,0,51,151,4537,84,1538
Eric.Weber,1322,1999,1,0,0,4,191,1750,84,1658
Alex22,3504,2010,0,0,0,0,118,3226,84,1544
Chris_Goodis,503,2015,14,18,0,6,293,4190,84,1598
individual_disaster,1351,2018,3,1,2,2,398,4839,83,1482
thegiddestgoat,7477,2018,47,4,7,11,270,2531,83,1401
ZackOK,2723,2017,0,198,0,1,405,8456,83,1592
TheMrGerb,5913,,9,11,3,14,835,10667,83,1571
AlexanderLuke,None,None,1,14,0,0,316,6513,83,
dtclarkw7309,7309,2018,0,0,0,0,239,3161,83,1414
Lucero,1983,2017,5,2,0,1,366,4123,83,1729
anselmojohn,1885,2019,0,53,0,0,205,1110,83,1681
JMY,1678,2016,131,3,3,8,118,1281,83,1887
LocalhostNotFound,852,2016,4,2,0,5,310,4292,83,1517
21chenbrian,7447,2019,34,50,0,7,432,4787,83,1594
iRobot1,0,2000,0,0,0,0,217,2590,83,
fergus180,4613,2015,0,0,0,0,213,4581,83,1707
hook,None,None,108,31,0,12,136,2009,83,
epylko,3181,1970,0,3,0,0,175,2107,83,1412
WRNeale,540,2017,6,25,0,5,305,5029,83,1569
nasirn,114,2018,0,19,0,0,203,2825,83,1641
nwagenbach,2481,None,0,0,0,0,439,5158,83,1802
fearxzombie,2930,2016,21,4,2,27,385,4907,83,1730
xtingwish,876,,1,0,0,2,404,6252,83,1637
cglrcng,60,,49,1,1,50,356,10752,83,1555
jvigar,0,,0,4,0,0,342,6528,83,
reallyjustmediocre,3506,2017,0,0,0,0,434,3417,82,1566
SkyGuy,4717,2016,59,22,6,23,553,3870,82,1459
Cook4976,4976,2019,8,75,1,12,165,791,82,1632
bobthebunny,254,None,0,0,0,2,158,1462,82,1869
jaustinpage,6377,2007,4,5,0,2,235,4419,82,1671
zaches,1711,2017,2,0,0,1,151,1927,82,1526
RuggerJake,2062,2017,3,1,1,3,363,6366,82,1656
kathy.li23,1678,None,0,13,0,0,211,3201,82,1887
pdl000,967,,0,0,0,0,73,2532,82,1685
Pat_Hart,234,2003,0,0,0,0,102,1484,82,1758
tcallan,1746 / 971,2013,45,67,0,6,529,10619,82,
Amehrotra,503,2007,0,1,0,0,394,6606,82,1598
Tieguy01,2996,2017,2,0,2,15,139,1094,82,1685
Doolin,8043,2018,1,333,0,1,637,10914,82,
JonathanC,4293,,1,0,0,0,79,877,82,1589
Yam,1574,2019,1,3,0,1,323,2345,82,1580
thatprogrammer,0,2014,0,0,0,1,150,2301,82,
klink135,5050,2015,0,0,0,0,78,1482,82,1793
pifrc2544,2544,2013,0,5,1,8,37,618,81,1465
hebrewhammer,2429,2018,0,3,0,1,723,5280,81,1461
Egd49707,5505 5230,2013 & 2014,0,2,0,0,254,5153,81,
sk2983,716,2011,18,1,0,21,467,6360,81,1579
Scott_4140,4140,2005,0,0,0,0,439,8971,81,
DaMoose3512,3512,2020,11,17,0,11,345,3054,81,1634
BOSS,2883,,1,2,1,7,318,4782,81,1590
imber,2729,2017,4,11,2,6,731,9396,81,1632
Isaac4587,4587,2013,7,63,1,4,397,5025,81,1675
tergav17,2169,2016,10,7,0,1,328,5760,81,1543
Abdulkh21,25,1997,1,0,0,1,345,4950,81,1655
Jacob_Plicque,86,2001,0,0,0,0,140,1337,81,1705
djmurrin,4269,2015,1,2,0,1,174,1569,81,1534
Sh1ine,2791,2009,1,2,1,4,145,1341,81,1742
tkelly88,None,None,0,0,0,0,258,2429,81,
Guy,1577,2010,112,12,0,15,686,11124,81,1650
1825.ScottyMacon,1825,2006,42,10,2,45,894,14221,81,1572
GemmaB,1678,2017,0,16,0,0,331,6310,81,1887
JCharlton,0,2002,1,0,0,3,412,4926,81,
BethMo,948,2003,48,78,0,18,304,7130,81,1680
walksinthewind,7494,2019,0,0,0,0,147,928,81,1552
cqk,341,2019,1,7,0,2,178,1446,81,1598
Flyingbird,6991,2017,0,7,0,0,270,6080,81,
ShIfTiNgBoT,649,2014,106,154,0,50,517,7827,81,1753
RuthJP,1557,2016,226,153,0,516,61,9789,81,1519
Lisa_Perez,573,2003,4,0,0,1,140,2797,81,1656
RADtoCAD,,,1,9,0,2,192,5506,80,
peronis,3950,2012,0,2,0,0,219,4706,80,1483
snowranger,1662,2006,8,0,2,2,193,2376,80,1558
Wutter,125,2012,0,0,0,0,596,10163,80,1733
Colby_G,5254,2019,0,0,0,0,384,5404,80,1709
pranav_budhia,254,2019,0,4,0,0,187,2567,80,1869
PedroSouza,1156,2013,5,33,1,1,178,1340,80,1543
jmullins16,2135,2011,0,0,0,0,46,800,80,1499
jess4f,369,2000,0,0,0,0,330,6239,80,
clickless,224,2018,0,0,0,0,162,1687,80,1548
Ktreman,51,2008,0,1,0,0,114,2531,80,1661
Dan_Curtiss,1711,,0,27,0,0,415,7018,80,1526
Jo_nathan2337,2337,2017,0,0,0,0,177,4421,80,1673
spaghetto,6905,2018,9,25,0,38,510,5735,80,1371
kprzewodek,862,2000,58,6,1,37,135,2295,80,1675
klinkerm,1646,2013,0,1,0,0,120,1763,80,1637
MaxH,,,0,0,0,0,296,4612,80,
cambeauhayes,4917,2014,6,26,0,1,338,7134,79,1697
vjf3,4514,None,4,17,1,16,415,3285,79,1501
tekdemo,2811,,16,3,0,28,347,4748,79,1565
OrangeInferno,4776,2017,11,1,1,3,225,1785,79,1701
eedoga,2980,,298,23,1,95,304,3235,79,1491
andyC,4946,2015,0,2,0,0,451,4735,79,1663
nsimon4,None,None,10,3,1,12,500,8590,79,
4472Eddie,4472,,0,4,0,2,412,4611,79,1597
FAMNM,0,2015,48,56,5,22,127,1422,79,
Jschu,3928,2017,3,5,0,8,263,3630,79,1611
msaephan5,5852,2014,0,35,0,0,426,2920,79,1502
Ben_Wolsieffer,2084,2011,0,0,0,0,103,2027,79,1516
curiousworx,0,None,0,0,0,0,184,2455,79,
rspencer,6829,2014,0,1,0,0,80,1281,79,1639
suewanninger,1732,2001,0,0,0,0,154,2049,79,1729
TheRightNa,687,2013,0,6,0,0,224,3777,79,1646
DuckLips,None,2020,4,3,1,3,238,1751,79,
cscottm,0,2015,0,1,0,1,91,1480,79,
Steven_Smith,3005,2013,15,1,1,1,145,3528,79,1655
kellyissure,1072,2016,20,11,0,3,161,4028,79,1505
LLiwa,5124,2018,0,16,0,0,350,2874,79,1601
Grump,1540,2018,0,1,0,0,613,9686,78,1773
dzil123,840,None,0,12,0,3,271,3818,78,1401
dv_dt,2990,2014,0,1,0,2,168,3996,78,1805
Allthatslack,1389,,4,0,0,1,552,6067,78,1487
seanw,2421,2019,4,2,1,8,356,4004,78,1460
Alexis5553,5553,2016,21,4,1,4,245,3623,78,1508
Vinay_Pan,5113,2018,10,12,5,10,696,6155,78,1686
Jacewerner,None,2017-2018,0,2,0,1,188,3123,78,
BGull,3824,None,81,0,0,1,247,4678,78,1594
technolog1c,1746,2018,1,2,0,1,148,1340,78,1605
T3_1565,3161,2005,18,8,0,13,474,8011,78,1492
_aaa.trash,6644,2015,0,2,2,0,209,1946,78,1440
edurso,862,2019,1,1,2,4,145,1388,78,1675
jediptm,1701 & 1481,2008,11,10,2,8,85,2243,78,
Dspostma,4392,2017,0,107,0,0,565,5719,78,1611
alderma4,7656,2019,1,1,0,0,191,2464,78,1573
Strawberry,2702,2017,5,13,0,2,174,2455,78,1618
Jabob,2106,2017,0,93,0,0,341,4981,78,1600
mnho,3647,2019,0,0,0,0,201,2290,78,1719
lmhi,2930,2009,2,0,1,1,83,1880,78,1730
SeanLW,,2018-2019,23,54,2,15,101,1062,78,
dtengineering,0,2004,86,23,0,22,175,2714,78,
John_Bottenberg,4973,2007,96,84,0,23,755,8118,78,1503
That_Guy3928,3928,None,1,6,1,5,143,1456,78,1611
tedang,4201,,7,9,0,10,92,1952,78,1650
Javaru,3838,2012,50,39,4,17,158,2040,78,1554
Big-b,900,2016,3,17,0,1,330,5737,78,1453
TwoAndAHalfLads,4327,2018,17,0,3,27,239,5934,78,1574
rlounds,914,2015,0,12,0,2,200,1683,78,
sailer99,4476,2006,0,0,0,0,291,6862,78,1589
Draco9099,4329,None,1,0,1,0,113,488,77,1542
kan123,2883,,0,0,0,0,213,3539,77,1590
StephenWitwick,95,1997,107,99,2,40,83,2560,77,1641
Zouloum,3996,,2,1,0,1,348,6632,77,1556
iboyperson,6479,2016,11,7,1,7,283,1899,77,1624
BrockW,None,None,1,53,0,0,196,3097,77,
ayeckley,2252,2007,1,5,0,3,309,5262,77,1555
RyanDeLoach,2106,2017,0,2,0,0,460,5360,77,1600
Goldtooth,6672,2017,2,2,1,2,175,1463,77,1673
Noya,1690,None,1,4,1,0,180,1233,77,1822
Sanjusri_4561,4561,2018-19,0,22,1,1,87,939,77,1634
BeeGuyDude,1410,2019,0,1,0,0,116,1107,77,1652
BeOfOneAccord,2771,2013,1,0,0,1,170,2223,77,1640
Dire,7048,2019,17,58,0,14,559,9109,77,1511
jscholl,60,2016-2017,0,8,0,1,526,10711,77,1555
DiegoPlascencia,254,2020,35,6,0,2,191,4015,77,1869
cvionis,1533,2019,0,20,0,0,113,1452,77,1631
ahaltom,5712,,5,30,2,11,857,11336,77,1675
achenemilla,6897,2018,0,1,0,0,234,2276,77,1493
omgvroom,6036,2017,0,1,0,0,44,818,77,1500
JackBarnett,None,None,0,0,0,0,289,2692,76,
CanadianDoggo,2767,Deep Space(2019),20,59,0,19,291,4360,76,1813
jasenj1,2363,None,10,103,1,14,514,6718,76,1658
ellieheaney21,5112,2017,3,147,0,1,131,2283,76,1530
emrecandabak,7285,2017,1,2,0,3,215,2322,76,
goat,3197,2017,0,5,0,0,322,2405,76,1617
sdhlucny,5172,2014,10,0,1,4,342,5674,76,1861
MCMan6482,2551,,0,1,0,0,179,2923,76,1588
arbym,3138,2008,3,0,0,6,69,759,76,1539
KingKirk1701,3559,None,22,6,1,16,650,13418,76,1491
dburton,3536,2011,1,3,0,2,237,4021,76,1634
mgurgol,1094,,0,0,0,0,98,751,76,1596
TerryS,2445,2009,0,0,1,1,228,4871,76,1470
Lepton,114,2019,0,2,1,2,188,1605,76,1641
Portal_Good_Game,3260,2016,2,100,0,4,324,3460,75,1460
Kraj011,5557,2018,7,13,0,20,520,3252,75,1447
TheRandomGuy,321,2017-2018,0,11,0,0,482,3254,75,1623
Artificer,3070,2017,39,5,2,6,243,2893,75,1490
Fred18295,4388,2019,1,8,0,1,734,7691,75,1563
bdleppke,1731,,0,0,0,0,95,1649,75,1611
0x54796C6572,6135,2018,23,34,8,28,137,1235,75,1621
seanmac296,4188,2018,0,3,0,0,154,1910,75,1548
Brent_YCS,66,2017,0,0,0,0,358,7085,75,1623
Sourish31,948,2017,2,0,0,1,280,4297,75,1680
ericn99,492,,1,0,0,1,131,1754,75,1640
Hikel_team_319,319,,11,0,0,5,176,4397,75,1756
BrendanReilly1138,1138,2018,0,1,0,0,138,1999,75,1569
rjack,6672,2019,0,7,0,1,232,2426,75,1673
kavidey,8032,2020,1,16,1,1,169,1986,75,
elliebair,1678,2018,0,0,0,0,271,3930,75,1887
fr3sh,6104,2019,3,15,19,21,350,2926,74,1543
Austin1444,1444,2005,0,2,0,0,700,11400,74,1578
LeonteS20,5438,None,0,1,0,0,575,6478,74,1498
Gucci_John,7502,2019,4,10,1,4,240,3019,74,1531
Maffalfa,5895,2016,0,0,0,0,132,1479,74,1672
D_Price,1708,2004,16,35,2,27,389,4417,74,1621
andrewda,2521,2016,17,161,1,6,249,3565,74,1641
jimandmore,935,2001/02,7,1,0,1,347,6662,74,1593
Guancamole,1712,None,0,0,0,0,359,4516,74,1678
eastcoast_beastcoast,386,2004,5,4,0,1,258,5600,74,1638
elinor,1690,,0,0,0,0,38,364,74,1822
Firstlight,6829,2018,0,1,0,1,191,3611,74,1639
LWood,4786,2018,3,7,0,7,389,7679,74,1607
bobcroucher,2471,2008,0,0,0,3,244,4188,74,1684
bburkhart,2733,None,3,27,0,7,273,3474,74,1683
Zatara_Nepomuceno,1678,,0,0,0,0,265,2966,74,1887
guniv,3966,2012,0,0,0,0,102,1203,74,1477
newtonwolfe,1306,2012,1,36,0,0,145,2034,74,1557
